at,stream,board,date,cost_usd,result
2026-09-18T03:21:25Z,votes,historical-commission,2026-02-05,0.0590,ok
2026-09-18T03:21:43Z,votes,finance-committee,2026-02-05,0.0710,ok
2026-09-18T03:22:03Z,votes,planning-board,2026-02-09,0.1030,ok
2026-09-18T03:22:54Z,votes,school-committee,2026-02-04,0.0960,ok
2026-09-18T03:23:25Z,votes,board-of-assessors,2026-02-04,0.0740,ok
2026-09-18T03:23:32Z,votes,conservation-commission,2026-02-04,0.1130,ok
2026-09-18T03:23:59Z,votes,public-access-cable-committee-pacc,2026-02-02,0.0700,ok
2026-09-18T03:24:10Z,votes,lunenburg-municipal-building-design-committee,2026-02-02,0.0630,ok
2026-09-18T03:24:27Z,votes,board-of-health,2026-02-02,0.0640,ok
2026-09-18T03:24:39Z,votes,select-board,2026-02-03,0.1120,ok
2026-09-18T03:24:54Z,votes,trust-fund-commission,2026-01-29,0.1060,ok
2026-09-18T03:25:18Z,votes,conservation-commission,2026-01-28,0.0820,ok
2026-09-18T03:25:44Z,votes,select-board,2026-01-27,0.1100,ok
2026-09-18T03:25:47Z,votes,finance-committee,2026-01-27,0.0780,ok
2026-09-18T03:26:08Z,votes,school-committee,2026-01-21,0.0700,ok
2026-09-18T03:27:16Z,votes,library-board-of-trustees,2026-01-15,0.1030,ok
2026-09-18T03:27:29Z,votes,select-board,2026-01-22,0.1160,ok
2026-09-18T03:27:42Z,votes,council-on-aging,2026-01-13,0.0630,ok
2026-09-18T03:28:51Z,votes,select-board,2026-01-12,0.1370,ok
2026-09-18T03:29:08Z,votes,select-board,2026-01-13,0.1280,ok
2026-09-18T03:29:27Z,votes,lunenburg-300th-anniversary-committee,2026-01-12,0.0620,ok
2026-09-18T03:30:17Z,votes,finance-committee,2026-01-12,0.0980,ok
2026-09-18T03:30:23Z,votes,planning-board,2026-01-12,0.1080,ok
2026-09-18T03:30:33Z,votes,trust-fund-commission,2026-01-08,0.0660,ok
2026-09-18T03:31:22Z,votes,finance-committee,2026-01-08,0.0900,ok
2026-09-18T03:31:40Z,votes,school-committee,2026-01-07,0.0680,ok
2026-09-18T03:32:47Z,votes,conservation-commission,2026-01-07,0.1040,ok
2026-09-18T03:33:13Z,votes,architectural-preservation-district-commission,2026-01-08,0.1440,ok
2026-09-18T03:33:27Z,votes,board-of-assessors,2026-01-07,0.0770,ok
2026-09-18T03:34:21Z,votes,historical-commission,2026-01-06,0.0790,ok
2026-09-18T03:34:54Z,votes,select-board,2025-12-30,0.0700,ok
2026-09-18T03:35:26Z,votes,select-board,2026-01-06,0.1390,ok
2026-09-18T03:35:40Z,votes,cemetery-commission,2025-12-19,0.0580,ok
2026-09-18T03:35:50Z,votes,library-board-of-trustees,2025-12-22,0.0900,ok
2026-09-18T03:36:54Z,votes,school-committee,2025-12-17,0.1140,ok
2026-09-18T03:37:22Z,votes,conservation-commission,2025-12-17,0.0870,ok
2026-09-18T03:38:09Z,votes,planning-board,2025-12-15,0.0840,ok
2026-09-18T03:38:49Z,votes,green-communities-committee,2025-12-15,0.0840,ok
2026-09-18T03:39:00Z,votes,agricultural-commission,2025-12-15,0.0580,ok
2026-09-18T03:39:03Z,votes,conservation-commission,2025-12-17,0.0890,ok
2026-09-18T03:39:15Z,votes,school-advisory-councils-committees,2025-12-11,0.0610,ok
2026-09-18T03:39:29Z,votes,historical-commission,2025-12-11,0.0650,ok
2026-09-18T03:39:47Z,votes,cemetery-commission,2025-12-11,0.0820,ok
2026-09-18T03:40:56Z,votes,architectural-preservation-district-commission,2025-12-11,0.1170,ok
2026-09-18T03:41:12Z,votes,economic-development-committee,2025-12-09,0.0630,ok
2026-09-18T03:41:18Z,votes,sewer-commission,2025-12-09,0.1010,ok
2026-09-18T03:41:38Z,votes,school-committee,2025-12-03,0.0680,ok
2026-09-18T03:41:55Z,votes,council-on-aging,2025-12-09,0.0800,ok
2026-09-18T03:42:14Z,votes,board-of-assessors,2025-12-03,0.0620,ok
2026-09-18T03:42:26Z,votes,board-of-health,2025-12-01,0.0600,ok
2026-09-18T03:42:38Z,votes,trust-fund-commission,2025-11-25,0.0620,ok
2026-09-18T03:43:32Z,votes,sewer-commission,2025-11-25,0.0860,ok
2026-09-18T03:44:05Z,votes,conservation-commission,2025-12-03,0.1430,ok
2026-09-18T03:44:23Z,votes,lunenburg-housing-authority,2025-11-20,0.0670,ok
2026-09-18T03:44:38Z,votes,library-board-of-trustees,2025-11-20,0.0770,ok
2026-09-18T03:44:54Z,votes,open-space-committee,2025-11-19,0.0620,ok
2026-09-18T03:45:29Z,votes,planning-board,2025-11-24,0.1160,ok
2026-09-18T03:46:43Z,votes,cemetery-commission,2025-11-19,0.0920,ok
2026-09-18T03:48:19Z,votes,conservation-commission,2025-11-19,0.1780,ok
2026-09-18T03:48:36Z,votes,board-of-assessors,2025-11-19,0.1180,ok
2026-09-18T03:48:38Z,votes,historical-commission,2025-11-18,0.0610,ok
2026-09-18T03:49:01Z,votes,council-on-aging,2025-11-18,0.0690,ok
2026-09-18T03:49:03Z,votes,lunenburg-300th-anniversary-committee,2025-11-17,0.0650,ok
2026-09-18T03:49:18Z,votes,board-of-health,2025-11-17,0.0650,ok
2026-09-18T03:49:18Z,votes,cemetery-commission,2025-11-14,0.0610,ok
2026-09-18T03:49:29Z,votes,architectural-preservation-district-commission,2025-11-13,0.0580,ok
2026-09-18T03:50:04Z,votes,zoning-board-of-appeals,2025-11-12,0.0780,ok
2026-09-18T03:50:27Z,votes,finance-committee,2025-11-13,0.1000,ok
2026-09-18T03:50:45Z,votes,planning-board,2025-11-10,0.0790,ok
2026-09-18T03:50:54Z,votes,school-committee,2025-11-05,0.0710,ok
2026-09-18T03:51:17Z,votes,public-access-cable-committee-pacc,2025-11-03,0.0670,ok
2026-09-18T03:51:28Z,votes,lunenburg-municipal-building-design-committee,2025-11-03,0.0600,ok
2026-09-18T03:51:39Z,votes,conservation-commission,2025-11-05,0.0940,ok
2026-09-18T03:51:43Z,votes,board-of-assessors,2025-11-03,0.0610,ok
2026-09-18T03:51:48Z,votes,school-advisory-councils-committees,2025-10-30,0.0570,ok
2026-09-18T03:52:26Z,votes,sewer-commission,2025-10-28,0.0790,ok
2026-09-18T03:52:27Z,votes,cemetery-commission,2025-10-30,0.0770,ok
2026-09-18T03:52:44Z,votes,finance-committee,2025-10-23,0.0650,ok
2026-09-18T03:53:46Z,votes,planning-board,2025-10-27,0.0960,ok
2026-09-18T03:53:56Z,votes,lunenburg-municipal-building-design-committee,2025-10-20,0.0580,ok
2026-09-18T03:54:02Z,votes,board-of-assessors,2025-10-22,0.1000,ok
2026-09-18T03:54:20Z,votes,historical-commission,2025-10-20,0.0660,ok
2026-09-18T03:54:20Z,votes,agricultural-commission,2025-10-20,0.0630,ok
2026-09-18T03:55:10Z,votes,library-board-of-trustees,2025-10-16,0.1110,ok
2026-09-18T03:55:27Z,votes,board-of-assessors,2025-10-16,0.0610,ok
2026-09-18T03:55:51Z,votes,school-committee,2025-10-15,0.0690,ok
2026-09-18T03:57:04Z,votes,lunenburg-housing-authority,2025-10-16,0.1420,ok
2026-09-18T03:57:30Z,votes,sewer-commission,2025-10-14,0.0710,ok
2026-09-18T03:57:42Z,votes,historical-commission,2025-10-14,0.0580,ok
2026-09-18T03:58:07Z,votes,council-on-aging,2025-10-14,0.0710,ok
2026-09-18T03:58:16Z,votes,conservation-commission,2025-10-15,0.1520,ok
2026-09-18T03:58:26Z,votes,finance-committee,2025-10-09,0.0590,ok
2026-09-18T03:58:42Z,votes,open-space-committee,2025-10-08,0.0610,ok
2026-09-18T03:59:00Z,votes,public-access-cable-committee-pacc,2025-10-06,0.0640,ok
2026-09-18T03:59:15Z,votes,board-of-health,2025-10-06,0.0610,ok
2026-09-18T03:59:53Z,votes,trust-fund-commission,2025-10-09,0.1320,ok
2026-09-18T04:00:14Z,votes,by-law-committee,2025-10-02,0.0850,ok
2026-09-18T04:01:21Z,votes,school-committee,2025-10-01,0.1090,ok
2026-09-18T04:01:45Z,votes,board-of-assessors,2025-10-01,0.0690,ok
2026-09-18T04:02:18Z,votes,sewer-commission,2025-09-30,0.0720,ok
2026-09-18T04:02:28Z,votes,lunenburg-municipal-building-design-committee,2025-09-29,0.0590,ok
2026-09-18T04:02:39Z,votes,school-advisory-councils-committees,2025-09-25,0.0580,ok
2026-09-18T04:02:56Z,votes,conservation-commission,2025-10-01,0.1450,ok
2026-09-18T04:03:08Z,votes,finance-committee,2025-09-25,0.0710,ok
2026-09-18T04:03:21Z,votes,cemetery-commission,2025-09-25,0.0700,ok
2026-09-18T04:03:39Z,votes,historical-commission,2025-09-23,0.0600,ok
2026-09-18T04:03:45Z,votes,select-board,2025-09-23,0.0880,ok
2026-09-18T04:04:00Z,votes,public-access-cable-committee-pacc,2025-09-22,0.0630,ok
2026-09-18T04:04:33Z,votes,agricultural-commission,2025-09-22,0.0700,ok
2026-09-18T04:04:49Z,votes,planning-board,2025-09-22,0.0930,ok
2026-09-18T04:04:55Z,votes,library-board-of-trustees,2025-09-18,0.0940,ok
2026-09-18T04:05:08Z,votes,cemetery-commission,2025-09-18,0.0620,ok
2026-09-18T04:05:16Z,votes,school-committee,2025-09-17,0.0740,ok
2026-09-18T04:06:07Z,votes,lunenburg-municipal-building-design-committee,2025-09-15,0.0810,ok
2026-09-18T04:06:51Z,votes,conservation-commission,2025-09-17,0.1210,ok
2026-09-18T04:07:06Z,votes,trust-fund-commission,2025-09-11,0.0680,ok
2026-09-18T04:07:19Z,votes,board-of-health,2025-09-15,0.0900,ok
2026-09-18T04:07:19Z,votes,sewer-commission,2025-09-09,,failed
2026-09-18T04:07:57Z,votes,architectural-preservation-district-commission,2025-09-11,0.0810,ok
