dataset,fy,edition,page,panel,group,label,label_missing,kind,row_check,derived_cell,table_family,line_no,columns_as_printed,v1,v2,v3,v4,v5,v6,v7,v8,n_values,ruler_spanned,repaired_cells,unparsed_cells,column_meaning,status,reconciliation
trust_funds,2012,FY2012,73,,,(BOOKS,,subtotal,"subtotal: equals the 2 rows below it, in 2 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,300.00,128.55,,,0.00,0.00,518.30,8.39,6,,0,,,no check,no total printed
trust_funds,2012,FY2012,73,,,RY BOOKS,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,300.00,,0.00,6.68,0.00,0.00,,,6,,0,,,no check,no total printed
trust_funds,2012,FY2012,73,,,,,subtotal,"subtotal: equals the 1 rows below it, in 3 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,,128.41,0.00,6.68,0.00,,435.23,7.05,7,,0,,,no check,no total printed
trust_funds,2012,FY2012,73,,,RARY,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,2000.00,862.17,,,,0.00,435.09,7.04,5,,0,,,no check,no total printed
trust_funds,2012,FY2012,73,,,BOOKS,,subtotal,"subtotal: equals the 2 rows below it, in 2 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,,,0.00,44.71,0.00,0.00,,,5,,0,,,no check,no total printed
trust_funds,2012,FY2012,73,,,,,subtotal,"subtotal: equals the 1 rows below it, in 1 of its columns (v3)",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,300.00,6.20,0.00,4.79,,,2906.88,47.06,7,,0,,,no check,no total printed
trust_funds,2012,FY2012,73,,,ARY,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,0.00,611.01,,,0.00,0.00,310.99,,5,,1,,,no check,no total printed
trust_funds,2012,FY2012,73,,,RY,,subtotal,"subtotal: equals the 2 rows below it, in 2 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,,,0.00,16.96,0.00,,,5.04,5,,0,,,no check,no total printed
trust_funds,2012,FY2012,73,,,,,subtotal,"subtotal: equals the 1 rows below it, in 2 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,1000.00,1217.42,0.00,33.81,0.00,-36.53,1091.44,17.67,9,,0,,,no check,no total printed
trust_funds,2012,FY2012,73,,,,,subtotal,"subtotal: equals the 1 rows below it, in 1 of its columns (v3)",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,0.00,611.48,0.00,16.96,,-73.06,2178.17,35.26,8,,1,,,no check,no total printed
trust_funds,2012,FY2012,73,,,‹ LIBRARY,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,200.00,242.98,,,0.00,-36.53,1091.91,,5,,0,,,no check,no total printed
trust_funds,2012,FY2012,73,,,LIBRARY,,subtotal,"subtotal: equals the 2 rows below it, in 2 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,,,0.00,6.75,0.00,,,17.68,5,,0,,,no check,no total printed
trust_funds,2012,FY2012,73,,,,,subtotal,"subtotal: equals the 1 rows below it, in 1 of its columns (v3)",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,4000.00,2500.13,0.00,98.19,,-14.62,435.11,7.04,8,,0,,,no check,no total printed
trust_funds,2012,FY2012,73,,,GS CULTURAL,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,,2631.78,,,0.00,-292.26,6306.06,102.10,5,,0,"TR         $18,896.01",,no check,no total printed
trust_funds,2012,FY2012,73,,,,,subtotal,"subtotal: equals the 1 rows below it, in 2 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,,,0.00,336.39,0.00,0.00,,,5,,0,,,no check,no total printed
trust_funds,2012,FY2012,73,,,,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,,,,,,,21864.18,353.98,3,,0,,,no check,no total printed
trust_funds,2012,FY2012,73,,,,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,33996.01,11299.60,0.00,702.52,,,,,4,,0,,,no check,no total printed
trust_funds,2012,FY2012,73,,,,,subtotal,"subtotal: equals the 1 rows below it, in 1 of its columns (v5)",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,,,,,0.00,-453.00,45545.13,,3,,0,,,no check,no total printed
trust_funds,2012,FY2012,73,,,,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,,,,,,,,737.37,2,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,EN CENTER,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,1237.25,,,,0.00,0.00,1597.11,25.86,6,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,HOLARSHIP,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,5906.38,,,,0.00,0.00,6117.66,99.05,6,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,RIZE,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,181.65,,,,-50.00,51.75,113.62,1.84,6,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,OOL,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,127.02,,,,-27.50,-20.75,153.72,2.49,6,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,BOOSTER,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,23012.05,,,,-560.66,-439.34,22806.30,369.24,6,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,HOLARSHIP,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,5461.19,,,,-858.17,-141.83,4679.05,75.75,6,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,RSHIP,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,9145.00,,,,0.00,-100.00,10180.78,164.83,6,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,1877.46,,,,-966.41,-33.59,1430.68,23.16,6,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,SCHOLARSHIP,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,371954.67,,,,-1550.23,-8949.77,376235.34,6091.31,6,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,AL SCHOLAR,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,6641.85,,,,-372.93,-127.07,6368.91,103.11,6,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,LARSHIP,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,3440.25,,,,-474.71,-25.29,5455.03,88.32,6,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,,,subtotal,"subtotal: equals the 11 rows above it, in 5 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,428984.77,11149.17,2911.92,6738.84,-4860.61,-9785.89,435138.20,7044.96,9,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,,,subtotal,"subtotal: equals the 1 rows below it, in 4 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,0.00,9184.07,0.00,151.32,0.00,0.00,9835.39,159.24,9,,1,,,no check,no total printed
trust_funds,2012,FY2012,74,,,GRDS,,subtotal,"subtotal: equals the 2 rows below it, in 3 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,0.00,12222.27,0.00,269.14,0.00,0.00,17491.41,283.19,9,,1,,,no check,no total printed
trust_funds,2012,FY2012,74,,,,,subtotal,"subtotal: equals the 1 rows below it, in 3 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,1200.00,18780.27,0.00,312.22,0.00,0.00,20292.49,328.54,9,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,,,subtotal,"subtotal: equals the 1 rows below it, in 3 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,100.00,8216.26,0.00,129.95,0.00,0.00,8446.21,136.75,9,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,,,subtotal,"subtotal: equals the 1 rows below it, in 1 of its columns (v3)",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,6800.00,48402.87,0.00,862.63,0.00,0.00,56065.50,907.72,9,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,,,subtotal,"subtotal: equals the 1 rows below it, in 8 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,1108760.55,78016.36,0.00,16083.63,-135235.64,-78016.36,989608.54,16021.93,9,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,,,subtotal,"subtotal: equals the 1 subtotals above it, in 8 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,1108760.55,78016.36,0.00,16083.63,-135235.64,-78016.36,989608.54,16021.93,9,,0,,,no check,no total printed
trust_funds,2012,FY2012,74,,,,,row,,,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2012 SUMMARY REPORT | NAME BALANCE BALANCE NET DISBURSE | FROM TRANSFERS ENDING CASH UNREALIZED ENDING | PRINCIPAL EARNINGS PRINCIPAL EARNINGS OF EARNINGS,1909638.36,213291.71,12811.92,30639.87,-140096.25,-91936.18,1934349.43,31317.43,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 1 of its columns (v5)",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,170002.91,6907.21,4100.00,1758.97,0.00,-7832.93,174936.16,577.29,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 1 of its columns (v5)",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,100.00,457.42,0.00,5.06,0.00,-125.00,437.48,1.44,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 1 of its columns (v5)",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,148257.37,27217.20,6000.00,1787.35,0.00,0.00,183261.92,604.77,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 1 of its columns (v5)",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,318360.28,34581.83,10100.00,3551.38,0.00,-7957.93,358635.56,1183.50,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 3 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,21650.00,29225.85,0.00,511.05,0.00,0.00,51386.90,169.58,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 3 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,501.48,1205.85,0.00,17.17,0.00,0.00,1724.50,5.69,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 3 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,232.72,853.46,0.00,10.90,0.00,0.00,1097.08,3.62,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 3 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,161.70,751.14,0.00,9.16,0.00,0.00,921.99,3.04,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 3 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,90.85,376.91,0.00,4.69,0.00,0.00,472.45,1.56,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 3 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,22636.75,32413.20,0.00,552.97,0.00,0.00,55602.92,183.49,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 3 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,3000.00,1346.62,0.00,43.68,0.00,0.00,4390.30,14.49,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 3 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,2000.00,899.09,0.00,29.13,0.00,0.00,2928.22,9.66,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 4 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,0.00,226.06,0.00,7.30,0.00,0.00,733.36,2.42,9,,1,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 3 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,0.00,18.30,0.00,5.22,0.00,0.00,523.52,1.73,9,,1,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 6 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,300.00,135.23,0.00,4.39,0.00,0.00,439.62,1.45,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 3 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,300.00,135.09,0.00,4.39,0.00,0.00,439.48,1.45,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 3 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,2000.00,906.88,0.00,29.20,0.00,0.00,2936.08,9.69,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 2 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,300.00,10.99,0.00,3.11,0.00,0.00,314.10,1.04,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 2 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,0.00,591.44,0.00,10.41,0.00,-123.10,978.75,3.23,9,,1,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 2 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,1000.00,1178.17,0.00,20.78,0.00,-246.21,1952.74,6.44,9,,0,,,no check,no total printed
trust_funds,2013,FY2013,78,,,,,subtotal,"subtotal: equals the 1 rows below it, in 2 of its columns",,,,TOWN OF LUNENBURG | TRUST FUNDS | FISCAL YEAR 2013 SUMMARY REPORT | BEGINNING BEGINNING CONTRIBUTE NET DISBURSE TRANSFERS ENDING CASH UNREALIZED ENDING | BALANCE BALANCE TO PRINCIPAL EARNINGS FROM OF ,0.00,591.91,0.00,10.43,0.00,-123.10,979.24,3.23,9,,1,,,no check,no total printed
